section,name,diet,price,desc,ingredients,spicy,popular,img,status
pizza,Veggie Supreme Pizza,veg,419,Loaded garden vegetables and olives,Peppers | Olives | Onion | Mushroom | Corn,,,https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?w=400&h=300&fit=crop,active
pizza,Mushroom Truffle Pizza,veg,449,Wood-fired mushroom with truffle oil,Mushroom | Truffle Oil | Mozzarella | Thyme,,,https://images.unsplash.com/photo-1551183053-bf91a1d81141?w=400&h=300&fit=crop,active
pizza,Peri Peri Paneer Pizza,veg,419,Peri-peri paneer with jalapeños,Paneer | Peri Peri | Jalapeños | Mozzarella,yes,,https://images.unsplash.com/photo-1546039907-7fa05f864c02?w=400&h=300&fit=crop,active
pizza,Quattro Formaggi,veg,479,Four-cheese wood-fired classic,Mozzarella | Cheddar | Parmesan | Blue Cheese,,,https://images.unsplash.com/photo-1527477396000-e27163b481c2?w=400&h=300&fit=crop,active
pizza,Basil Pesto Pizza,veg,429,Fresh pesto base with cherry tomatoes,Basil Pesto | Cherry Tomato | Mozzarella,,,https://images.unsplash.com/photo-1552566626-52f8b828add9?w=400&h=300&fit=crop,active
pizza,BBQ Chicken Pizza,non-veg,459,Smoky BBQ chicken with onions,BBQ Chicken | Onion | Mozzarella,,,https://images.unsplash.com/photo-1414235077428-338989a2e8c0?w=400&h=300&fit=crop,active
pizza,Chicken Sausage Pizza,non-veg,439,Chicken sausage with peppers,Chicken Sausage | Peppers | Mozzarella,,,https://images.unsplash.com/photo-1517248135467-4c7edcad34c4?w=400&h=300&fit=crop,active
pizza,Butter Chicken Pizza,non-veg,469,"Our makhani, on a wood-fired crust",Butter Chicken | Onion | Coriander | Mozzarella,,yes,https://images.unsplash.com/photo-1577219491135-ce391730fb2c?w=400&h=300&fit=crop,active
pizza,Keema Pizza,non-veg,479,Spiced mutton keema with onions,Mutton Keema | Onion | Chilli | Mozzarella,yes,,https://images.unsplash.com/photo-1519671482749-fd09be7ccebf?w=400&h=300&fit=crop,active
pizza,Peri Peri Chicken Pizza,non-veg,459,Fiery peri-peri chicken,Peri Peri Chicken | Jalapeños | Mozzarella,yes,,https://images.unsplash.com/photo-1530103862676-de8c9debad1d?w=400&h=300&fit=crop,active
pizza,Margherita Burrata,veg,499,Margherita crowned with fresh burrata,Burrata | Tomato | Basil,,,https://images.unsplash.com/photo-1464366400600-7168b8af9bc3?w=400&h=300&fit=crop,active
pizza,Garlic Cheese Pizza Bread,veg,259,Wood-fired cheesy garlic flatbread,Garlic Butter | Mozzarella | Herbs,,,https://images.unsplash.com/photo-1567188040759-fb8a883dc6d8?w=400&h=300&fit=crop,active
burgers,Crispy Paneer Burger,veg,260,Crumb-fried paneer with mint mayo,Paneer | Mint Mayo | Lettuce | Bun,,,https://images.unsplash.com/photo-1603894584373-5ac82b2ae398?w=400&h=300&fit=crop,active
burgers,Aloo Tikki Burger,veg,180,Spiced potato tikki with tangy sauces,Potato Tikki | Onion | Sauces | Bun,yes,,https://images.unsplash.com/photo-1631452180519-c014fe946bc7?w=400&h=300&fit=crop,active
burgers,Mushroom Swiss Burger,veg,290,Sautéed mushrooms with melted cheese,Mushroom | Cheese | Caramelised Onion | Bun,,,https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?w=400&h=300&fit=crop,active
burgers,Peri Peri Veg Burger,veg,250,Peri-peri veg patty with jalapeños,Veg Patty | Peri Peri | Jalapeños | Bun,yes,,https://images.unsplash.com/photo-1551183053-bf91a1d81141?w=400&h=300&fit=crop,active
burgers,Cheesy Corn Burger,veg,240,Corn-cheese patty with garlic mayo,Corn | Cheese | Garlic Mayo | Bun,,,https://images.unsplash.com/photo-1546039907-7fa05f864c02?w=400&h=300&fit=crop,active
burgers,Fried Chicken Burger,non-veg,300,Crunchy fried chicken thigh with slaw,Fried Chicken | Slaw | Mayo | Bun,,yes,https://images.unsplash.com/photo-1527477396000-e27163b481c2?w=400&h=300&fit=crop,active
burgers,Peri Peri Chicken Burger,non-veg,320,Flame-grilled peri-peri chicken,Chicken | Peri Peri | Lettuce | Bun,yes,,https://images.unsplash.com/photo-1552566626-52f8b828add9?w=400&h=300&fit=crop,active
burgers,BBQ Chicken Burger,non-veg,320,BBQ-glazed chicken with onion rings,Chicken | BBQ Sauce | Onion Rings | Bun,,,https://images.unsplash.com/photo-1414235077428-338989a2e8c0?w=400&h=300&fit=crop,active
burgers,Egg Burger,non-veg,180,Fried-egg burger with cheese,Egg | Cheese | Lettuce | Bun,,,https://images.unsplash.com/photo-1517248135467-4c7edcad34c4?w=400&h=300&fit=crop,active
burgers,Double Chicken Stack,non-veg,420,"Two chicken patties, double cheese",Chicken x2 | Cheese x2 | Sauces | Bun,,,https://images.unsplash.com/photo-1577219491135-ce391730fb2c?w=400&h=300&fit=crop,active
pasta,Mac & Cheese,veg,290,Baked macaroni in triple-cheese sauce,Macaroni | Cheddar | Mozzarella | Cream,,,https://images.unsplash.com/photo-1519671482749-fd09be7ccebf?w=400&h=300&fit=crop,active
pasta,Rosé Pasta (Pink Sauce),veg,300,Penne in creamy tomato rosé,Penne | Tomato | Cream | Parmesan,,,https://images.unsplash.com/photo-1530103862676-de8c9debad1d?w=400&h=300&fit=crop,active
pasta,Aglio e Olio,veg,270,"Garlic, olive oil and chilli flakes",Spaghetti | Garlic | Olive Oil | Chilli Flakes,yes,,https://images.unsplash.com/photo-1464366400600-7168b8af9bc3?w=400&h=300&fit=crop,active
pasta,Mushroom Alfredo,veg,310,Creamy alfredo loaded with mushrooms,Fettuccine | Mushroom | Cream | Parmesan,,,https://images.unsplash.com/photo-1567188040759-fb8a883dc6d8?w=400&h=300&fit=crop,active
pasta,Baked Veg Lasagna,veg,360,"Layered vegetable lasagna, oven-baked",Lasagna Sheets | Vegetables | Bechamel | Cheese,,,https://images.unsplash.com/photo-1603894584373-5ac82b2ae398?w=400&h=300&fit=crop,active
pasta,Chicken Alfredo,non-veg,350,Alfredo with grilled chicken,Fettuccine | Chicken | Cream | Parmesan,,,https://images.unsplash.com/photo-1631452180519-c014fe946bc7?w=400&h=300&fit=crop,active
pasta,Chicken Arrabbiata,non-veg,330,Spicy tomato pasta with chicken,Penne | Chicken | Arrabbiata Sauce,yes,,https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?w=400&h=300&fit=crop,active
pasta,Chicken Lasagna,non-veg,420,Classic baked chicken lasagna,Lasagna Sheets | Chicken | Bechamel | Cheese,,,https://images.unsplash.com/photo-1551183053-bf91a1d81141?w=400&h=300&fit=crop,active
pasta,Spaghetti & Meatballs,non-veg,390,Chicken meatballs in marinara,Spaghetti | Chicken Meatballs | Marinara,,,https://images.unsplash.com/photo-1546039907-7fa05f864c02?w=400&h=300&fit=crop,active
pasta,Prawn Aglio e Olio,non-veg,420,Garlic-oil spaghetti with prawns,Spaghetti | Prawns | Garlic | Chilli Flakes,yes,,https://images.unsplash.com/photo-1527477396000-e27163b481c2?w=400&h=300&fit=crop,active
sandwiches-wraps,Veg Club Sandwich,veg,220,Triple-decker with veggies and cheese,Bread | Vegetables | Cheese | Mayo,,,https://images.unsplash.com/photo-1552566626-52f8b828add9?w=400&h=300&fit=crop,active
sandwiches-wraps,Grilled Cheese Sandwich,veg,180,Buttery grilled three-cheese melt,Bread | Cheddar | Mozzarella | Butter,,,https://images.unsplash.com/photo-1414235077428-338989a2e8c0?w=400&h=300&fit=crop,active
sandwiches-wraps,Bombay Masala Toast,veg,150,Street-style potato masala toast,Bread | Potato Masala | Green Chutney,yes,,https://images.unsplash.com/photo-1517248135467-4c7edcad34c4?w=400&h=300&fit=crop,active
sandwiches-wraps,Paneer Tikka Sandwich,veg,230,Smoky paneer tikka grilled sandwich,Bread | Paneer Tikka | Onion | Mint Mayo,yes,,https://images.unsplash.com/photo-1577219491135-ce391730fb2c?w=400&h=300&fit=crop,active
sandwiches-wraps,Corn Spinach Sandwich,veg,200,Creamed corn and spinach melt,Bread | Corn | Spinach | Cheese,,,https://images.unsplash.com/photo-1519671482749-fd09be7ccebf?w=400&h=300&fit=crop,active
sandwiches-wraps,Chicken Club Sandwich,non-veg,280,"Triple-decker chicken, egg and cheese",Bread | Chicken | Egg | Cheese,,,https://images.unsplash.com/photo-1530103862676-de8c9debad1d?w=400&h=300&fit=crop,active
sandwiches-wraps,Grilled Chicken Sandwich,non-veg,260,Char-grilled chicken with herb mayo,Bread | Chicken | Herb Mayo | Lettuce,,,https://images.unsplash.com/photo-1464366400600-7168b8af9bc3?w=400&h=300&fit=crop,active
sandwiches-wraps,Egg Cheese Sandwich,non-veg,180,Fluffy egg and cheese grill,Bread | Egg | Cheese,,,https://images.unsplash.com/photo-1567188040759-fb8a883dc6d8?w=400&h=300&fit=crop,active
sandwiches-wraps,Paneer Kathi Roll,veg,220,Paneer tikka rolled in laccha paratha,Paratha | Paneer Tikka | Onion | Chutney,yes,,https://images.unsplash.com/photo-1603894584373-5ac82b2ae398?w=400&h=300&fit=crop,active
sandwiches-wraps,Chicken Kathi Roll,non-veg,260,Chicken tikka kathi roll,Paratha | Chicken Tikka | Onion | Chutney,yes,yes,https://images.unsplash.com/photo-1631452180519-c014fe946bc7?w=400&h=300&fit=crop,active
sandwiches-wraps,Egg Roll,non-veg,180,Kolkata-style egg roll,Paratha | Egg | Onion | Sauce,,,https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?w=400&h=300&fit=crop,active
sandwiches-wraps,Falafel Wrap,veg,240,Falafel with hummus and pickled veg,Tortilla | Falafel | Hummus | Pickles,,,https://images.unsplash.com/photo-1551183053-bf91a1d81141?w=400&h=300&fit=crop,active
sandwiches-wraps,Peri Peri Chicken Wrap,non-veg,280,Fiery peri-peri chicken wrap,Tortilla | Chicken | Peri Peri | Slaw,yes,,https://images.unsplash.com/photo-1546039907-7fa05f864c02?w=400&h=300&fit=crop,active
sandwiches-wraps,Schezwan Paneer Wrap,veg,240,Chilli-garlic paneer wrap,Tortilla | Paneer | Schezwan | Onion,yes,,https://images.unsplash.com/photo-1527477396000-e27163b481c2?w=400&h=300&fit=crop,active
south-indian,Plain Dosa,veg,120,Crisp golden rice-lentil crepe,Rice Batter | Urad Dal,,,https://images.unsplash.com/photo-1552566626-52f8b828add9?w=400&h=300&fit=crop,active
south-indian,Masala Dosa,veg,150,Dosa with spiced potato filling,Rice Batter | Potato Masala | Chutney | Sambar,,yes,https://images.unsplash.com/photo-1414235077428-338989a2e8c0?w=400&h=300&fit=crop,active
south-indian,Mysore Masala Dosa,veg,180,Red-chutney smeared masala dosa,Rice Batter | Mysore Chutney | Potato,yes,,https://images.unsplash.com/photo-1517248135467-4c7edcad34c4?w=400&h=300&fit=crop,active
south-indian,Cheese Dosa,veg,180,Dosa layered with molten cheese,Rice Batter | Cheese,,,https://images.unsplash.com/photo-1577219491135-ce391730fb2c?w=400&h=300&fit=crop,active
south-indian,Rava Dosa,veg,160,Lacy crisp semolina dosa,Semolina | Onion | Green Chilli,,,https://images.unsplash.com/photo-1519671482749-fd09be7ccebf?w=400&h=300&fit=crop,active
south-indian,Idli Sambar (2 pc),veg,110,Steamed idlis with sambar and chutney,Idli | Sambar | Coconut Chutney,,,https://images.unsplash.com/photo-1530103862676-de8c9debad1d?w=400&h=300&fit=crop,active
south-indian,Medu Vada (2 pc),veg,120,Crisp lentil doughnuts with sambar,Urad Dal | Curry Leaves | Sambar,,,https://images.unsplash.com/photo-1464366400600-7168b8af9bc3?w=400&h=300&fit=crop,active
south-indian,Uttapam Onion,veg,150,Thick onion-topped uttapam,Rice Batter | Onion | Chilli,,,https://images.unsplash.com/photo-1567188040759-fb8a883dc6d8?w=400&h=300&fit=crop,active
south-indian,Uttapam Mixed Veg,veg,170,Uttapam loaded with vegetables,Rice Batter | Vegetables,,,https://images.unsplash.com/photo-1603894584373-5ac82b2ae398?w=400&h=300&fit=crop,active
south-indian,Upma,veg,110,Soft semolina upma with cashews,Semolina | Cashew | Curry Leaves,,,https://images.unsplash.com/photo-1631452180519-c014fe946bc7?w=400&h=300&fit=crop,active
south-indian,Pongal,veg,130,Comforting ghee pongal with pepper,Rice | Moong Dal | Ghee | Pepper,,,https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?w=400&h=300&fit=crop,active
south-indian,Paneer Dosa,veg,190,Dosa stuffed with spiced paneer,Rice Batter | Paneer Bhurji,yes,,https://images.unsplash.com/photo-1551183053-bf91a1d81141?w=400&h=300&fit=crop,active
drinks,Fresh Lime Soda,veg,90,"Sweet, salted or mixed — your call",Lime | Soda | Sugar/Salt,,,https://images.unsplash.com/photo-1546039907-7fa05f864c02?w=400&h=300&fit=crop,active
drinks,Masala Chaas,veg,90,Spiced buttermilk with roasted cumin,Buttermilk | Cumin | Coriander,,,https://images.unsplash.com/photo-1527477396000-e27163b481c2?w=400&h=300&fit=crop,active
drinks,Sweet Lassi,veg,130,Thick Punjabi sweet lassi,Curd | Sugar | Cardamom,,,https://images.unsplash.com/photo-1552566626-52f8b828add9?w=400&h=300&fit=crop,active
drinks,Salted Lassi,veg,120,Lightly salted churned lassi,Curd | Salt | Cumin,,,https://images.unsplash.com/photo-1414235077428-338989a2e8c0?w=400&h=300&fit=crop,active
drinks,Watermelon Cooler,veg,140,Fresh watermelon with mint,Watermelon | Mint | Lime,,,https://images.unsplash.com/photo-1517248135467-4c7edcad34c4?w=400&h=300&fit=crop,active
drinks,Blue Lagoon,veg,160,Blue curaçao citrus fizz,Blue Curaçao Syrup | Lime | Soda,,,https://images.unsplash.com/photo-1577219491135-ce391730fb2c?w=400&h=300&fit=crop,active
drinks,Green Apple Fizz,veg,160,Crisp green-apple soda,Green Apple Syrup | Lime | Soda,,,https://images.unsplash.com/photo-1519671482749-fd09be7ccebf?w=400&h=300&fit=crop,active
drinks,Mojito Classic,veg,150,"Mint-lime mojito, the classic virgin",Mint | Lime | Soda | Sugar,,,https://images.unsplash.com/photo-1530103862676-de8c9debad1d?w=400&h=300&fit=crop,active
drinks,Strawberry Mojito,veg,170,Strawberry twist on the mojito,Strawberry | Mint | Lime | Soda,,,https://images.unsplash.com/photo-1464366400600-7168b8af9bc3?w=400&h=300&fit=crop,active
drinks,Iced Tea Lemon,veg,130,House-brewed lemon iced tea,Black Tea | Lemon | Sugar,,,https://images.unsplash.com/photo-1567188040759-fb8a883dc6d8?w=400&h=300&fit=crop,active
drinks,Iced Tea Peach,veg,140,Peach iced tea over ice,Black Tea | Peach | Sugar,,,https://images.unsplash.com/photo-1603894584373-5ac82b2ae398?w=400&h=300&fit=crop,active
drinks,Cold Brew Coffee,veg,180,Slow-steeped 18-hour cold brew,Arabica Coffee | Water,,,https://images.unsplash.com/photo-1631452180519-c014fe946bc7?w=400&h=300&fit=crop,active
drinks,Espresso,veg,110,Double-shot espresso,Arabica Coffee,,,https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?w=400&h=300&fit=crop,active
drinks,Cappuccino,veg,150,Classic foamy cappuccino,Espresso | Steamed Milk | Foam,,,https://images.unsplash.com/photo-1551183053-bf91a1d81141?w=400&h=300&fit=crop,active
drinks,Hot Chocolate,veg,180,Belgian-style hot chocolate,Chocolate | Milk | Cream,,,https://images.unsplash.com/photo-1546039907-7fa05f864c02?w=400&h=300&fit=crop,active
drinks,Masala Chai,veg,80,Kadak spiced chai,Tea | Milk | Ginger | Cardamom,,,https://images.unsplash.com/photo-1527477396000-e27163b481c2?w=400&h=300&fit=crop,active
shakes,Oreo Shake,veg,200,Cookies-and-cream thick shake,Oreo | Ice Cream | Milk,,yes,https://images.unsplash.com/photo-1552566626-52f8b828add9?w=400&h=300&fit=crop,active
shakes,KitKat Shake,veg,210,Crunchy KitKat blended thick,KitKat | Ice Cream | Milk | Chocolate,,,https://images.unsplash.com/photo-1414235077428-338989a2e8c0?w=400&h=300&fit=crop,active
shakes,Brownie Shake,veg,230,Fudgy brownie blended shake,Brownie | Ice Cream | Milk | Chocolate,,,https://images.unsplash.com/photo-1517248135467-4c7edcad34c4?w=400&h=300&fit=crop,active
shakes,Strawberry Shake,veg,180,Fresh strawberry thick shake,Strawberry | Ice Cream | Milk,,,https://images.unsplash.com/photo-1577219491135-ce391730fb2c?w=400&h=300&fit=crop,active
shakes,Mango Shake,veg,180,Alphonso mango shake (seasonal),Mango | Ice Cream | Milk,,,https://images.unsplash.com/photo-1519671482749-fd09be7ccebf?w=400&h=300&fit=crop,active
shakes,Cold Coffee Crush,veg,170,Frappe-style blended cold coffee,Coffee | Ice Cream | Milk,,,https://images.unsplash.com/photo-1530103862676-de8c9debad1d?w=400&h=300&fit=crop,active
shakes,Nutella Shake,veg,230,Hazelnut-chocolate indulgence,Nutella | Ice Cream | Milk,,,https://images.unsplash.com/photo-1464366400600-7168b8af9bc3?w=400&h=300&fit=crop,active
shakes,Butterscotch Shake,veg,190,Crunchy butterscotch shake,Butterscotch | Ice Cream | Milk,,,https://images.unsplash.com/photo-1567188040759-fb8a883dc6d8?w=400&h=300&fit=crop,active
shakes,Blueberry Shake,veg,210,Blueberry compote thick shake,Blueberry | Ice Cream | Milk,,,https://images.unsplash.com/photo-1603894584373-5ac82b2ae398?w=400&h=300&fit=crop,active
shakes,Banana Peanut Shake,veg,190,Banana and peanut-butter protein hit,Banana | Peanut Butter | Milk,,,https://images.unsplash.com/photo-1631452180519-c014fe946bc7?w=400&h=300&fit=crop,active
shakes,Rose Falooda,veg,220,"Rose milk with vermicelli, basil seeds & ice cream",Rose Syrup | Vermicelli | Basil Seeds | Ice Cream,,,https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?w=400&h=300&fit=crop,active
shakes,Thandai (Seasonal),veg,180,Chilled spiced-nut milk classic,Milk | Almond | Fennel | Saffron,,,https://images.unsplash.com/photo-1551183053-bf91a1d81141?w=400&h=300&fit=crop,active
desserts,Gajar Ka Halwa,veg,180,Slow-cooked carrot halwa with ghee and nuts,Carrot | Milk | Ghee | Dry Fruits,,,https://images.unsplash.com/photo-1546039907-7fa05f864c02?w=400&h=300&fit=crop,active
desserts,Rasmalai (2 pc),veg,160,Soft rasmalai in saffron milk,Chhena | Milk | Saffron | Cardamom,,,https://images.unsplash.com/photo-1527477396000-e27163b481c2?w=400&h=300&fit=crop,active
desserts,Moong Dal Halwa,veg,200,"Rich, slow-roasted moong dal halwa",Moong Dal | Ghee | Sugar | Nuts,,,https://images.unsplash.com/photo-1552566626-52f8b828add9?w=400&h=300&fit=crop,active
desserts,Sizzling Brownie,veg,260,Brownie on a sizzler with ice cream and chocolate,Brownie | Ice Cream | Chocolate Sauce,,yes,https://images.unsplash.com/photo-1414235077428-338989a2e8c0?w=400&h=300&fit=crop,active
desserts,Tiramisu,veg,280,Coffee-soaked mascarpone classic,Mascarpone | Coffee | Ladyfingers | Cocoa,,,https://images.unsplash.com/photo-1517248135467-4c7edcad34c4?w=400&h=300&fit=crop,active
desserts,Choco Lava Cake,veg,190,Molten-centre chocolate cake,Chocolate | Butter | Flour | Egg-free,,,https://images.unsplash.com/photo-1577219491135-ce391730fb2c?w=400&h=300&fit=crop,active
desserts,New York Cheesecake,veg,260,Baked classic with berry compote,Cream Cheese | Biscuit Base | Berry Compote,,,https://images.unsplash.com/photo-1519671482749-fd09be7ccebf?w=400&h=300&fit=crop,active
desserts,Kulfi Falooda,veg,200,Malai kulfi with falooda and rose,Kulfi | Vermicelli | Rose | Nuts,,,https://images.unsplash.com/photo-1530103862676-de8c9debad1d?w=400&h=300&fit=crop,active
desserts,Matka Kulfi,veg,150,Traditional earthen-pot kulfi,Milk | Cardamom | Pistachio,,,https://images.unsplash.com/photo-1464366400600-7168b8af9bc3?w=400&h=300&fit=crop,active
desserts,Fruit Custard,veg,160,Chilled custard with seasonal fruit,Custard | Seasonal Fruit,,,https://images.unsplash.com/photo-1567188040759-fb8a883dc6d8?w=400&h=300&fit=crop,active
desserts,Waffle with Ice Cream,veg,240,"Belgian waffle, ice cream, maple",Waffle | Ice Cream | Maple Syrup,,,https://images.unsplash.com/photo-1603894584373-5ac82b2ae398?w=400&h=300&fit=crop,active
desserts,Jalebi with Rabri,veg,190,Hot crisp jalebi over chilled rabri,Jalebi | Rabri | Saffron,,,https://images.unsplash.com/photo-1631452180519-c014fe946bc7?w=400&h=300&fit=crop,active
